,%IncMSE,IncNodePurity
hog_402,0.000764184964856,52.2328981567358
hog_403,-6.10860024153672E-06,49.9103454698898
hog_412,0.001029516453806,75.818110597788
hog_413,0.000526127284842,71.6689520429573
hog_442,0.002078493202878,62.6589624528559
hog_452,0.007054119763709,107.232460564101
hog_453,0.00413243994257,79.7354726131402
hog_454,0.009726260972128,110.351064228099
hog_469,0.001582250332775,62.1290012176561
hog_476,0.001798542481854,86.5286668431179
hog_477,0.000188798913737,53.4194767267419
hog_485,0.000969686788968,56.1287631911848
hog_492,0.007837231601785,115.928391322652
hog_495,0.001945210974609,63.0149734421279
hog_499,0.002598341501042,56.1541557157962
hog_512,0.0020598645272,58.6708279022282
hog_514,0.002853353488648,77.6327572945753
hog_522,0.002350773910547,83.7258954967212
hog_523,0.003027091091083,84.096038111032
hog_526,0.001493784687587,51.5370488756391
hog_549,0.001692568698315,67.5228700890105
hog_557,0.001193899030482,56.0178687852847
hog_576,0.000549666150307,49.9084633852134
hog_584,0.000792701919898,51.0920322375565
hog_640,0.001365759702584,90.6205684008352
hog_641,0.0062846033417,131.2670259515
hog_643,-0.000891553850767,86.5118442233675
hog_649,0.00220581794991,80.6432290885241
hog_651,0.002260831859697,81.0859252103122
hog_655,0.003403944596221,92.2294436542618
hog_657,0.008122474714621,118.435342929917
hog_658,0.000630712614578,84.0246509397749
hog_659,0.000337995348327,65.7672495695661
hog_665,0.001757930492389,98.4425430143037
hog_666,0.002130207261248,86.2126930489708
hog_668,0.005118277155308,101.095415304602
hog_669,0.003305872094778,105.801955876161
hog_673,0.002646567402306,90.8983247162752
hog_674,0.003780721181059,91.0972696470771
hog_675,0.002873648829768,61.6116862465835
hog_676,0.005308720605811,69.0599516346059
hog_677,0.001434623347196,64.9689990886788
hog_678,0.002450425032338,73.8155899555283
hog_686,0.001494682922938,61.5020948195936
hog_697,0.010586742618302,65.8782439767127
hog_698,0.001208226194766,71.3532203349061
hog_702,0.001589118202533,64.7489643601904
hog_703,0.001768085406471,63.9166425254399
hog_704,0.002081727402813,65.7719047824835
hog_705,0.005345323457516,81.4586900898685
hog_711,0.002066632152319,59.0597162496705
hog_716,0.00251782028043,91.055202420567
hog_719,0.001346943510696,56.4069301798454
hog_724,0.002371662833376,58.4882622927481
hog_725,0.003092774974996,81.9843970166145
hog_738,0.002234422528499,64.1757765735808
hog_743,0.002406184158299,65.624069159306
hog_746,0.002760588129304,58.7142919218386
hog_747,0.001554815099284,70.5266484125882
hog_755,0.00258717027273,58.889694806295
hog_774,0.002678505461958,58.8950033087286
hog_782,0.002373178074347,58.0666924769038
hog_783,0.001411662441582,60.6623627837479
hog_788,0.001829297374374,91.7559504265644
hog_791,0.001732304376574,56.797608394249
hog_797,0.002111372440736,93.5139552165654
hog_810,5.81944958344203E-05,61.7184320713521
hog_815,0.001747216712931,84.3524947265142
hog_818,0.000769112078438,57.316277555687
hog_819,0.001159677178401,92.1450528113663
hog_825,0.000507277178524,54.5390460926293
hog_827,0.001302781404701,68.1833299194465
hog_828,-0.001230292131881,87.7454551822532
hog_829,-2.79798399203276E-05,89.0527342376143
hog_831,-0.000243726463852,83.4429868921986
hog_832,0.004318301031851,88.4336994512696
hog_844,0.000723163380867,80.0208357727555
hog_849,0.001884934831873,88.840790511359
hog_852,0.000607886773896,60.7212775255033
hog_855,0.001733827425101,81.2892876167867
hog_856,0.002231296138938,85.1974369834752
hog_857,0.001624453627516,99.1738161332916
hog_858,-7.48692706030052E-05,83.6333894926011
hog_859,0.002156002734072,93.9590633906638
hog_860,0.002187152890359,89.2123424111112
hog_863,0.004820513724277,109.475406115492
cnn_0,0,0.053453954786657
cnn_9,1.9165515366108E-05,3.81229041187642
cnn_10,0.739795937040321,2894.56211451545
cnn_12,0.399479667928602,728.089832270925
cnn_17,0.775629129287221,3106.50525689613
cnn_19,0.054726166454786,152.022687516987
cnn_20,0.00010043016721,4.4343611202548
cnn_25,0.427127338446602,1275.45568074917
cnn_35,0,0
cnn_36,0,0.002793135152869
cnn_37,0,0
cnn_39,5.68721807124952E-07,0.055382555560514
cnn_65,0,0
cnn_68,0.052092908970429,231.603467738885
cnn_86,0.335271181193947,1155.08139930237
cnn_88,0.075579376740611,307.347355625597
cnn_89,0.682890319964445,1390.56361784025
pct_nonzero_pixels,0.00687787871094,93.2631995110482
mean_pixel_val,0.019014219563842,121.968259316311
sd_pixel_val,0.008527706384637,84.5961657883709
min_red,0,0
max_red,-5.48148054468546E-07,0.028839153485899
mean_red,0.009158431331445,104.51905370883
sd_red,0.006241700498018,106.258873648954
min_green,0,0
max_green,-0.00017445201933,0.515518257138951
mean_green,0.015859141497925,126.911980619158
sd_green,0.00669024197625,72.4836327690507
min_blue,0,0
max_blue,-3.11845623827891E-05,0.432324111075465
mean_blue,0.009710965056058,89.0078408065236
sd_blue,0.008370213200671,110.683958035743
edge_avg_value,0.004071646765187,103.602123028909
doc2vec_0,-0.000500202053767,105.775460666604
doc2vec_1,0.006294606198907,122.70526514249
doc2vec_2,1.32513138934582E-05,114.745054304447
doc2vec_3,0.005410170566279,126.682792999051
doc2vec_4,0.00090912903568,115.266322120829
doc2vec_5,-0.000233579857358,92.0812251051165
doc2vec_6,0.000369763257029,121.822120937094
doc2vec_7,0.002055347590632,112.729267436732
doc2vec_8,0.001746358934188,123.911378553126
doc2vec_9,0.005178720641779,124.531609393054
doc2vec_10,0.010614168312876,117.580112206151
doc2vec_11,0.003934565584314,115.254353758095
doc2vec_12,0.002570358114972,115.310449777088
doc2vec_13,0.002055868758653,128.012361561693
doc2vec_14,-1.05595013680265E-05,105.631037284053
doc2vec_15,0.003227078691452,125.063390293803
doc2vec_16,0.003894632584907,127.144345660978
doc2vec_17,0.003609708431769,108.894265359091
doc2vec_18,0.005948536303431,122.111149541543
doc2vec_19,0.001699955109892,102.429604762022
punc_num_..1,0.008603649079369,35.5543083601059
punc_num_..2,-3.8485589829563E-07,0.165355100849918
punc_num_..3,-7.03134639159896E-05,0.411309539016984
punc_num_..4,1.90357755461063E-08,0.026682099421041
punc_num_..5,-6.202506709256E-05,0.169850710627882
punc_num_..6,4.41555978411939E-05,4.84898735812349
punc_num_..7,3.30952648698742E-05,11.3980857691211
punc_num_..8,3.46922542236577E-05,1.0096022404667
punc_num_..9,8.92840301066797E-05,1.03151532155886
punc_num_..10,-3.66350884162501E-06,0.029685705956786
punc_num_..11,0.003039138361698,76.484126535594
punc_num_..12,0.023162659127061,100.598364414443
punc_num_..13,8.01002682903154E-05,9.25443026850785
punc_num_.,0.001018172551168,10.6014322734266
punc_num_..14,0.001477780929863,9.29497681433699
punc_num_..15,0.00034689313183,8.74530619508795
punc_num_..16,-1.92014262396385E-05,0.119059791765212
punc_num_..17,0,0
punc_num_..18,0,9.10966260831003E-06
punc_num_..19,0,0
punc_num_..20,0.00019730125065,3.34204086530498
punc_num_..21,0.034711978726735,225.813750842578
punc_num_..22,1.85970160072787E-05,0.207830837380846
punc_num_..23,0,0
punc_num_..24,-1.1447443675846E-05,0.090590901288211
punc_num_..25,0,0
punc_num__,0,0
punc_num_..26,0,0
punc_num_..27,0,0
punc_num_..28,0.068900186165503,175.659027337599
punc_num_..29,0,0
punc_num_..30,0,0
num_words,0.024014479813211,133.093856832354
num_chars,0.019595423437497,124.599456958646
num_stopwords,0.002335045013733,33.3001763810643
num_uppercase_chars,0.054905103309939,192.597412254923
num_uppercase_words,0.002360689093521,40.1685809343461
num_digit_chars,0.065142572405925,232.150412467126
Num_Subscribers_Base_low,2.72650739373443E-06,2.06704036865595
Num_Subscribers_Base_low_mid,0.74220542419804,1104.5034267168
Num_Subscribers_Base_mid_high,0.708224971480102,3751.66649163349
Num_Views_Base_low,0.000101354928115,1.33205842088161
Num_Views_Base_low_mid,0.002555283263568,8.89961109667016
Num_Views_Base_mid_high,1.82126349426083,9694.5780547847
avg_growth_low,0.78897250193065,2244.76826122688
avg_growth_low_mid,1.13579295802858,3048.37573017274
avg_growth_mid_high,0.161373314153412,367.031152040884
count_vids_low,0.013567377555509,41.7807382333819
count_vids_low_mid,0.156663872477422,404.179700270371
count_vids_mid_high,0.242049372724478,488.291742814244
